date,slot,load_pred_kw,pv_pred_kw,load_pred_kwh,pv_pred_kwh
2025-11-12,39,4824.498782641976,0.0,804.0831304403292,0.0
2025-11-12,40,5036.2987426704785,0.0,839.383123778413,0.0
2025-11-12,41,5087.713518532503,65.64435216405325,847.9522530887506,10.940725360675541
2025-11-12,42,4922.455958425905,332.21469492541456,820.4093264043175,55.36911582090243
2025-11-12,43,4843.471614061938,611.3965516208488,807.2452690103231,101.89942527014146
2025-11-12,44,4818.5653056198835,901.938929507806,803.094217603314,150.32315491796768
2025-11-12,45,4727.498490951678,1210.1815878257826,787.916415158613,201.6969313042971
2025-11-12,46,4672.086271103927,1521.5212109257443,778.6810451839879,253.58686848762406
2025-11-12,47,5564.83870618861,1847.31062201503,927.4731176981016,307.88510366917166
2025-11-12,48,6812.877436073361,2184.902274846856,1135.4795726788936,364.15037914114265
2025-11-12,49,6792.425417697479,2515.9851851574153,1132.07090294958,419.33086419290254
2025-11-12,50,6537.707156046179,2842.1511843444773,1089.6178593410298,473.6918640574129
2025-11-12,51,6614.464245828509,3156.1937339973956,1102.410707638085,526.0322889995659
2025-11-12,52,6573.505066920061,3446.489737961966,1095.5841778200102,574.4149563269943
2025-11-12,53,6506.010182536477,3737.818393459209,1084.3350304227463,622.9697322432015
2025-11-12,54,6493.771829593949,4020.0263890043952,1082.2953049323248,670.0043981673992
2025-11-12,55,6482.026763630762,4266.132921343524,1080.3377939384602,711.022153557254
2025-11-12,56,6496.35620354629,4553.4843726217,1082.7260339243817,758.9140621036166
2025-11-12,57,6538.90857080505,4869.72510561462,1089.8180951341749,811.6208509357699
2025-11-12,58,6553.892929829336,5127.106470341527,1092.3154883048894,854.5177450569212
2025-11-12,59,6447.5516006339385,5396.551195884163,1074.5919334389898,899.425199314027
2025-11-12,60,6408.5265305316725,5679.935511846032,1068.087755088612,946.6559186410053
2025-11-12,61,6673.73472144953,5898.732251553371,1112.2891202415883,983.1220419255618
2025-11-12,62,6552.956437330574,6090.734619164147,1092.1594062217623,1015.1224365273579
2025-11-12,63,6152.461165239023,6277.732840475071,1025.4101942065038,1046.288806745845
2025-11-12,64,6270.328484205487,6440.473072763035,1045.0547473675813,1073.412178793839
2025-11-12,65,6377.487460781695,6581.075720123859,1062.9145767969492,1096.8459533539765
2025-11-12,66,6318.659693901056,6716.23295699054,1053.1099489835094,1119.3721594984233
2025-11-12,67,6448.527060887706,6863.362643123655,1074.7545101479511,1143.8937738539425
2025-11-12,68,6329.4615366168755,7007.314052145441,1054.9102561028126,1167.8856753575735
2025-11-12,69,6125.661630675076,7111.214023809911,1020.9436051125126,1185.2023373016518
2025-11-12,70,6428.430636411982,7144.768015668097,1071.4051060686636,1190.7946692780163
2025-11-12,71,6359.144101513649,7155.320602100175,1059.8573502522747,1192.5534336833625
2025-11-12,72,5863.586019594923,7150.344686215079,977.2643365991538,1191.7241143691797
2025-11-12,73,5816.751860436011,7106.929898815227,969.4586434060019,1184.4883164692044
2025-11-12,74,6012.864276920491,7111.96362786341,1002.1440461534152,1185.3272713105682
2025-11-12,75,6086.6959059846895,7135.11584251996,1014.4493176641149,1189.1859737533266
2025-11-12,76,5939.3790580918285,7051.8659702592895,989.8965096819715,1175.310995043215
2025-11-12,77,6014.137098508154,6937.643906863068,1002.3561830846924,1156.273984477178
2025-11-12,78,6260.566893848869,6815.582902041813,1043.4278156414782,1135.9304836736355
2025-11-12,79,6196.987934334741,6651.135630268289,1032.8313223891234,1108.5226050447147
2025-11-12,80,6113.4701014968105,6584.536567172809,1018.9116835828017,1097.4227611954682
2025-11-12,81,6174.8248840766755,6572.900382015325,1029.1374806794458,1095.483397002554
2025-11-12,82,6252.577598968682,6428.115701300863,1042.0962664947804,1071.3526168834771
